Total,het,aob,
220440,4.657072e-11,4.229877e-11,4.271949e-12,
225450,4.754814e-11,4.319172e-11,4.356419e-12,
230460,4.848731e-11,4.404828e-11,4.439031e-12,
235470,4.943268e-11,4.491117e-11,4.521508e-12,
240480,5.033787e-11,4.573505e-11,4.602821e-12,
245490,5.122827e-11,4.654488e-11,4.683386e-12,
250500,5.211493e-11,4.735127e-11,4.763665e-12,
255510,5.301476e-11,4.817119e-11,4.843579e-12,
260520,5.387474e-11,4.895204e-11,4.922704e-12,
265530,5.476971e-11,4.976828e-11,5.001428e-12,
270540,5.558174e-11,5.050285e-11,5.078890e-12,
275550,5.642199e-11,5.126692e-11,5.155070e-12,
280560,5.723369e-11,5.200210e-11,5.231588e-12,
285570,5.805840e-11,5.275036e-11,5.308034e-12,
290580,5.887125e-11,5.348865e-11,5.382599e-12,
295590,5.964980e-11,5.419300e-11,5.456797e-12,
300600,6.040987e-11,5.487988e-11,5.529989e-12,
305610,6.115716e-11,5.555444e-11,5.602722e-12,
310620,6.191047e-11,5.623519e-11,5.675286e-12,
315630,6.191047e-11,5.623519e-11,5.675286e-12,
320640,6.191047e-11,5.623519e-11,5.675286e-12,
325650,6.191047e-11,5.623519e-11,5.675286e-12,
330660,6.191047e-11,5.623519e-11,5.675286e-12,
335670,6.191047e-11,5.623519e-11,5.675286e-12,
340680,6.191047e-11,5.623519e-11,5.675286e-12,
345690,6.191047e-11,5.623519e-11,5.675286e-12,
350700,6.191047e-11,5.623519e-11,5.675286e-12,
355710,6.191047e-11,5.623519e-11,5.675286e-12,
360720,6.191047e-11,5.623519e-11,5.675286e-12,
365730,6.191047e-11,5.623519e-11,5.675286e-12,
370740,6.191047e-11,5.623519e-11,5.675286e-12,
375750,6.191047e-11,5.623519e-11,5.675286e-12,
380760,6.191047e-11,5.623519e-11,5.675286e-12,
385770,6.191047e-11,5.623519e-11,5.675286e-12,
390780,6.191047e-11,5.623519e-11,5.675286e-12,
395790,6.191047e-11,5.623519e-11,5.675286e-12,
400800,6.191047e-11,5.623519e-11,5.675286e-12,
405810,6.191047e-11,5.623519e-11,5.675286e-12,
410820,6.191047e-11,5.623519e-11,5.675286e-12,
415830,6.191047e-11,5.623519e-11,5.675286e-12,
420840,6.191047e-11,5.623519e-11,5.675286e-12,
425850,6.191047e-11,5.623519e-11,5.675286e-12,
430860,6.191047e-11,5.623519e-11,5.675286e-12,
435870,6.191047e-11,5.623519e-11,5.675286e-12,
440880,6.191047e-11,5.623519e-11,5.675286e-12,
445890,6.191047e-11,5.623519e-11,5.675286e-12,
450900,6.191047e-11,5.623519e-11,5.675286e-12,
455910,6.191047e-11,5.623519e-11,5.675286e-12,
460920,6.191047e-11,5.623519e-11,5.675286e-12,
465930,6.191047e-11,5.623519e-11,5.675286e-12,
470940,6.191047e-11,5.623519e-11,5.675286e-12,
475950,6.191047e-11,5.623519e-11,5.675286e-12,
480960,6.191047e-11,5.623519e-11,5.675286e-12,
485970,6.191047e-11,5.623519e-11,5.675286e-12,
490980,6.191047e-11,5.623519e-11,5.675286e-12,
495990,6.191047e-11,5.623519e-11,5.675286e-12,
501000,6.191047e-11,5.623519e-11,5.675286e-12,
506010,6.191047e-11,5.623519e-11,5.675286e-12,
511020,6.191047e-11,5.623519e-11,5.675286e-12,
516030,6.191047e-11,5.623519e-11,5.675286e-12,
521040,6.191047e-11,5.623519e-11,5.675286e-12,
526050,6.191047e-11,5.623519e-11,5.675286e-12,
531060,6.191047e-11,5.623519e-11,5.675286e-12,
536070,6.191047e-11,5.623519e-11,5.675286e-12,
541080,6.191047e-11,5.623519e-11,5.675286e-12,
546090,6.191047e-11,5.623519e-11,5.675286e-12,
551100,6.191047e-11,5.623519e-11,5.675286e-12,
556110,6.191047e-11,5.623519e-11,5.675286e-12,
561120,6.191047e-11,5.623519e-11,5.675286e-12,
566130,6.191047e-11,5.623519e-11,5.675286e-12,
571140,6.191047e-11,5.623519e-11,5.675286e-12,
576150,6.191047e-11,5.623519e-11,5.675286e-12,
581160,6.191047e-11,5.623519e-11,5.675286e-12,
586170,6.191047e-11,5.623519e-11,5.675286e-12,
591180,6.191047e-11,5.623519e-11,5.675286e-12,
596190,6.191047e-11,5.623519e-11,5.675286e-12,
601200,6.191047e-11,5.623519e-11,5.675286e-12,
606210,6.191047e-11,5.623519e-11,5.675286e-12,
611220,6.191047e-11,5.623519e-11,5.675286e-12,
616230,6.191047e-11,5.623519e-11,5.675286e-12,
621240,6.191047e-11,5.623519e-11,5.675286e-12,
626250,6.191047e-11,5.623519e-11,5.675286e-12,
631260,6.191047e-11,5.623519e-11,5.675286e-12,
636270,6.191047e-11,5.623519e-11,5.675286e-12,
641280,6.191047e-11,5.623519e-11,5.675286e-12,
646290,6.191047e-11,5.623519e-11,5.675286e-12,
651300,6.191047e-11,5.623519e-11,5.675286e-12,
656310,6.191047e-11,5.623519e-11,5.675286e-12,
661320,6.191047e-11,5.623519e-11,5.675286e-12,
666330,6.191047e-11,5.623519e-11,5.675286e-12,
671340,6.191047e-11,5.623519e-11,5.675286e-12,
676350,6.191047e-11,5.623519e-11,5.675286e-12,
681360,6.191047e-11,5.623519e-11,5.675286e-12,
686370,6.191047e-11,5.623519e-11,5.675286e-12,
691380,6.191047e-11,5.623519e-11,5.675286e-12,
696390,6.191047e-11,5.623519e-11,5.675286e-12,
701400,6.191047e-11,5.623519e-11,5.675286e-12,
706410,6.191047e-11,5.623519e-11,5.675286e-12,
711420,6.191047e-11,5.623519e-11,5.675286e-12,
716430,6.191047e-11,5.623519e-11,5.675286e-12,
721440,6.191047e-11,5.623519e-11,5.675286e-12,
726450,6.191047e-11,5.623519e-11,5.675286e-12,
731460,6.191047e-11,5.623519e-11,5.675286e-12,
736470,6.191047e-11,5.623519e-11,5.675286e-12,
741480,6.191047e-11,5.623519e-11,5.675286e-12,
746490,6.191047e-11,5.623519e-11,5.675286e-12,
751500,6.191047e-11,5.623519e-11,5.675286e-12,
756510,6.191047e-11,5.623519e-11,5.675286e-12,
761520,6.191047e-11,5.623519e-11,5.675286e-12,
766530,6.191047e-11,5.623519e-11,5.675286e-12,
771540,6.191047e-11,5.623519e-11,5.675286e-12,
776550,6.191047e-11,5.623519e-11,5.675286e-12,
781560,6.191047e-11,5.623519e-11,5.675286e-12,
786570,6.191047e-11,5.623519e-11,5.675286e-12,
791580,6.191047e-11,5.623519e-11,5.675286e-12,
796590,6.191047e-11,5.623519e-11,5.675286e-12,
801600,6.191047e-11,5.623519e-11,5.675286e-12,
806610,6.191047e-11,5.623519e-11,5.675286e-12,
811620,6.191047e-11,5.623519e-11,5.675286e-12,
816630,6.191047e-11,5.623519e-11,5.675286e-12,
821640,6.191047e-11,5.623519e-11,5.675286e-12,
826650,6.191047e-11,5.623519e-11,5.675286e-12,
Total,het,aob,
5010,1.581088e-12,8.512955e-13,7.297922e-13,
10020,1.812568e-12,1.033878e-12,7.786896e-13,
15030,2.084428e-12,1.254632e-12,8.297962e-13,
20040,2.404765e-12,1.521322e-12,8.834428e-13,
25050,2.782765e-12,1.842984e-12,9.397816e-13,
30060,3.229155e-12,2.230170e-12,9.989846e-13,
35070,3.756256e-12,2.695048e-12,1.061208e-12,
40080,4.376962e-12,3.250631e-12,1.126332e-12,
45090,5.105454e-12,3.911047e-12,1.194406e-12,
50100,5.956505e-12,4.690943e-12,1.265562e-12,
55110,6.940037e-12,5.600507e-12,1.339529e-12,
60120,8.058811e-12,6.642625e-12,1.416186e-12,
65130,9.305509e-12,7.809946e-12,1.495563e-12,
70140,1.064870e-11,9.071308e-12,1.577391e-12,
75150,1.204754e-11,1.038597e-11,1.661563e-12,
80160,1.344997e-11,1.170239e-11,1.747578e-12,
85170,1.485697e-11,1.302143e-11,1.835545e-12,
90180,1.626995e-11,1.434469e-11,1.925266e-12,
95190,1.765912e-11,1.564292e-11,2.016199e-12,
100200,1.903604e-11,1.692766e-11,2.108380e-12,
105210,2.040450e-11,1.820299e-11,2.201507e-12,
110220,2.176569e-11,1.947020e-11,2.295488e-12,
115230,2.310316e-11,2.071322e-11,2.389944e-12,
120240,2.443118e-11,2.194627e-11,2.484915e-12,
125250,2.574469e-11,2.316446e-11,2.580232e-12,
130260,2.702120e-11,2.434570e-11,2.675501e-12,
135270,2.830250e-11,2.553139e-11,2.771111e-12,
140280,2.956578e-11,2.669910e-11,2.866677e-12,
145290,3.078664e-11,2.782508e-11,2.961560e-12,
150300,3.203163e-11,2.897450e-11,3.057125e-12,
155310,3.321245e-11,3.006097e-11,3.151486e-12,
160320,3.439751e-11,3.115189e-11,3.245615e-12,
165330,3.556334e-11,3.222369e-11,3.339650e-12,
170340,3.670322e-11,3.327050e-11,3.432719e-12,
175350,3.786480e-11,3.433842e-11,3.526381e-12,
180360,3.892279e-11,3.530568e-11,3.617108e-12,
185370,4.003333e-11,3.632503e-11,3.708302e-12,
190380,4.110659e-11,3.730708e-11,3.799517e-12,
195390,4.216472e-11,3.827507e-11,3.889644e-12,
200400,4.324251e-11,3.926262e-11,3.979890e-12,
205410,4.426116e-11,4.019201e-11,4.069148e-12,
210420,4.528299e-11,4.112556e-11,4.157433e-12,
215430,4.628576e-11,4.204026e-11,4.245496e-12,
220440,4.726839e-11,4.293561e-11,4.332778e-12,
225450,4.826170e-11,4.384231e-11,4.419393e-12,
230460,4.921127e-11,4.470592e-11,4.505357e-12,
235470,5.015289e-11,4.556268e-11,4.590210e-12,
240480,5.108191e-11,4.640721e-11,4.674697e-12,
245490,5.199419e-11,4.723592e-11,4.758269e-12,
250500,5.291443e-11,4.807280e-11,4.841632e-12,
255510,5.377884e-11,4.885525e-11,4.923588e-12,
260520,5.465968e-11,4.965477e-11,5.004909e-12,
265530,5.553792e-11,5.045163e-11,5.086291e-12,
270540,5.637942e-11,5.121312e-11,5.166300e-12,
275550,5.722399e-11,5.197816e-11,5.245835e-12,
280560,5.804986e-11,5.272474e-11,5.325120e-12,
285570,5.884921e-11,5.344645e-11,5.402762e-12,
290580,5.963939e-11,5.415946e-11,5.479922e-12,
295590,6.043223e-11,5.487520e-11,5.557036e-12,
300600,6.076329e-11,5.517520e-11,5.588086e-12,
305610,6.076329e-11,5.517520e-11,5.588086e-12,
310620,6.076329e-11,5.517520e-11,5.588086e-12,
315630,6.076329e-11,5.517520e-11,5.588086e-12,
320640,6.076329e-11,5.517520e-11,5.588086e-12,
325650,6.076329e-11,5.517520e-11,5.588086e-12,
330660,6.076329e-11,5.517520e-11,5.588086e-12,
335670,6.076329e-11,5.517520e-11,5.588086e-12,
340680,6.076329e-11,5.517520e-11,5.588086e-12,
345690,6.076329e-11,5.517520e-11,5.588086e-12,
350700,6.076329e-11,5.517520e-11,5.588086e-12,
355710,6.076329e-11,5.517520e-11,5.588086e-12,
360720,6.076329e-11,5.517520e-11,5.588086e-12,
365730,6.076329e-11,5.517520e-11,5.588086e-12,
370740,6.076329e-11,5.517520e-11,5.588086e-12,
375750,6.076329e-11,5.517520e-11,5.588086e-12,
380760,6.076329e-11,5.517520e-11,5.588086e-12,
385770,6.076329e-11,5.517520e-11,5.588086e-12,
390780,6.076329e-11,5.517520e-11,5.588086e-12,
395790,6.076329e-11,5.517520e-11,5.588086e-12,
400800,6.076329e-11,5.517520e-11,5.588086e-12,
405810,6.076329e-11,5.517520e-11,5.588086e-12,
410820,6.076329e-11,5.517520e-11,5.588086e-12,
415830,6.076329e-11,5.517520e-11,5.588086e-12,
420840,6.076329e-11,5.517520e-11,5.588086e-12,
425850,6.076329e-11,5.517520e-11,5.588086e-12,
430860,6.076329e-11,5.517520e-11,5.588086e-12,
435870,6.076329e-11,5.517520e-11,5.588086e-12,
440880,6.076329e-11,5.517520e-11,5.588086e-12,
445890,6.076329e-11,5.517520e-11,5.588086e-12,
450900,6.076329e-11,5.517520e-11,5.588086e-12,
455910,6.076329e-11,5.517520e-11,5.588086e-12,
460920,6.076329e-11,5.517520e-11,5.588086e-12,
465930,6.076329e-11,5.517520e-11,5.588086e-12,
470940,6.076329e-11,5.517520e-11,5.588086e-12,
475950,6.076329e-11,5.517520e-11,5.588086e-12,
480960,6.076329e-11,5.517520e-11,5.588086e-12,
485970,6.076329e-11,5.517520e-11,5.588086e-12,
490980,6.076329e-11,5.517520e-11,5.588086e-12,
495990,6.076329e-11,5.517520e-11,5.588086e-12,
501000,6.076329e-11,5.517520e-11,5.588086e-12,
506010,6.076329e-11,5.517520e-11,5.588086e-12,
511020,6.076329e-11,5.517520e-11,5.588086e-12,
516030,6.076329e-11,5.517520e-11,5.588086e-12,
521040,6.076329e-11,5.517520e-11,5.588086e-12,
526050,6.076329e-11,5.517520e-11,5.588086e-12,
531060,6.076329e-11,5.517520e-11,5.588086e-12,
536070,6.076329e-11,5.517520e-11,5.588086e-12,
541080,6.076329e-11,5.517520e-11,5.588086e-12,
546090,6.076329e-11,5.517520e-11,5.588086e-12,
551100,6.076329e-11,5.517520e-11,5.588086e-12,
556110,6.076329e-11,5.517520e-11,5.588086e-12,
561120,6.076329e-11,5.517520e-11,5.588086e-12,
566130,6.076329e-11,5.517520e-11,5.588086e-12,
571140,6.076329e-11,5.517520e-11,5.588086e-12,
576150,6.076329e-11,5.517520e-11,5.588086e-12,
581160,6.076329e-11,5.517520e-11,5.588086e-12,
586170,6.076329e-11,5.517520e-11,5.588086e-12,
591180,6.076329e-11,5.517520e-11,5.588086e-12,
596190,6.076329e-11,5.517520e-11,5.588086e-12,
601200,6.076329e-11,5.517520e-11,5.588086e-12,
606210,6.076329e-11,5.517520e-11,5.588086e-12,
Total,het,aob,
5010,1.633720e-12,8.796462e-13,7.540737e-13,
10020,1.872721e-12,1.068239e-12,8.044814e-13,
15030,2.153303e-12,1.296202e-12,8.571009e-13,
20040,2.483801e-12,1.571525e-12,9.122752e-13,
25050,2.873647e-12,1.903482e-12,9.701647e-13,
30060,3.333834e-12,2.302890e-12,1.030944e-12,
35070,3.876922e-12,2.782164e-12,1.094758e-12,
40080,4.515949e-12,3.354471e-12,1.161478e-12,
45090,5.264866e-12,4.033766e-12,1.231101e-12,
50100,6.138305e-12,4.834525e-12,1.303780e-12,
55110,7.146162e-12,5.766865e-12,1.379297e-12,
60120,8.290126e-12,6.832607e-12,1.457519e-12,
65130,9.557177e-12,8.018905e-12,1.538272e-12,
70140,1.091985e-11,9.298259e-12,1.621588e-12,
75150,1.232924e-11,1.062212e-11,1.707120e-12,
80160,1.374946e-11,1.195487e-11,1.794591e-12,
85170,1.515906e-11,1.327551e-11,1.883559e-12,
90180,1.656021e-11,1.458614e-11,1.974070e-12,
95190,1.794805e-11,1.588224e-11,2.065812e-12,
100200,1.932235e-11,1.716373e-11,2.158625e-12,
105210,2.069367e-11,1.844122e-11,2.252452e-12,
110220,2.203444e-11,1.968788e-11,2.346563e-12,
115230,2.338135e-11,2.093971e-11,2.441642e-12,
120240,2.467928e-11,2.214282e-11,2.536465e-12,
125250,2.600096e-11,2.336865e-11,2.632308e-12,
130260,2.726069e-11,2.453317e-11,2.727520e-12,
135270,2.852548e-11,2.570245e-11,2.823029e-12,
140280,2.977155e-11,2.685302e-11,2.918533e-12,
145290,3.099972e-11,2.798570e-11,3.014020e-12,
150300,3.222507e-11,2.911566e-11,3.109413e-12,
155310,3.339444e-11,3.019060e-11,3.203843e-12,
160320,3.457050e-11,3.127228e-11,3.298225e-12,
165330,3.574418e-11,3.235150e-11,3.392682e-12,
170340,3.685990e-11,3.337429e-11,3.485615e-12,
175350,3.800605e-11,3.442675e-11,3.579305e-12,
180360,3.903677e-11,3.536731e-11,3.669466e-12,
185370,4.014543e-11,3.638449e-11,3.760945e-12,
190380,4.123540e-11,3.738271e-11,3.852693e-12,
195390,4.228989e-11,3.834626e-11,3.943626e-12,
200400,4.333778e-11,3.930435e-11,4.033434e-12,
205410,4.434134e-11,4.021864e-11,4.122697e-12,
210420,4.536092e-11,4.114923e-11,4.211691e-12,
215430,4.636708e-11,4.206734e-11,4.299735e-12,
220440,4.734068e-11,4.295333e-11,4.387356e-12,
225450,4.831001e-11,4.383583e-11,4.474181e-12,
230460,4.926438e-11,4.470430e-11,4.560081e-12,
235470,5.020598e-11,4.556021e-11,4.645776e-12,
240480,5.113504e-11,4.640490e-11,4.730140e-12,
245490,5.203113e-11,4.721702e-11,4.814112e-12,
250500,5.295019e-11,4.805194e-11,4.898252e-12,
255510,5.382373e-11,4.884378e-11,4.979953e-12,
260520,5.470557e-11,4.964421e-11,5.061361e-12,
265530,5.556561e-11,5.042279e-11,5.142820e-12,
270540,5.640723e-11,5.118371e-11,5.223527e-12,
275550,5.726098e-11,5.195772e-11,5.303258e-12,
280560,5.805014e-11,5.266785e-11,5.382295e-12,
285570,5.886563e-11,5.340474e-11,5.460884e-12,
290580,5.965769e-11,5.411897e-11,5.538720e-12,
295590,6.044272e-11,5.482628e-11,5.616442e-12,
300600,6.121269e-11,5.551978e-11,5.692909e-12,
305610,6.169322e-11,5.595451e-11,5.738713e-12,
Total,het,aob,
5010,1.633720e-12,8.796462e-13,7.540737e-13,
10020,1.872721e-12,1.068239e-12,8.044814e-13,
15030,2.153303e-12,1.296202e-12,8.571009e-13,
20040,2.483801e-12,1.571525e-12,9.122752e-13,
25050,2.873647e-12,1.903482e-12,9.701647e-13,
30060,3.333834e-12,2.302890e-12,1.030944e-12,
Total,het,aob,
5010,1.633698e-12,8.796463e-13,7.540521e-13,
10020,1.872685e-12,1.068237e-12,8.044478e-13,
15030,2.153253e-12,1.296193e-12,8.570603e-13,
20040,2.483683e-12,1.571476e-12,9.122071e-13,
25050,2.873397e-12,1.903359e-12,9.700380e-13,
30060,3.333528e-12,2.302730e-12,1.030798e-12,
35070,3.876565e-12,2.781970e-12,1.094595e-12,
40080,4.515528e-12,3.354241e-12,1.161287e-12,
45090,5.264666e-12,4.033754e-12,1.230912e-12,
50100,6.138092e-12,4.834579e-12,1.303513e-12,
55110,7.145861e-12,5.766920e-12,1.378941e-12,
60120,8.289800e-12,6.832749e-12,1.457051e-12,
65130,9.557407e-12,8.019748e-12,1.537659e-12,
70140,1.091790e-11,9.297220e-12,1.620683e-12,
75150,1.232066e-11,1.061494e-11,1.705724e-12,
80160,1.373985e-11,1.194704e-11,1.792801e-12,
85170,1.515452e-11,1.327295e-11,1.881569e-12,
90180,1.655998e-11,1.458822e-11,1.971758e-12,
95190,1.794776e-11,1.588474e-11,2.063018e-12,
100200,1.931927e-11,1.716408e-11,2.155194e-12,
105210,2.067754e-11,1.842939e-11,2.248148e-12,
110220,2.202087e-11,1.967930e-11,2.341569e-12,
115230,2.335286e-11,2.091717e-11,2.435690e-12,
120240,2.469189e-11,2.216122e-11,2.530664e-12,
125250,2.598164e-11,2.335634e-11,2.625303e-12,
130260,2.727113e-11,2.455103e-11,2.720099e-12,
135270,2.853902e-11,2.572388e-11,2.815143e-12,
140280,2.977953e-11,2.686982e-11,2.909708e-12,
145290,3.101852e-11,2.801413e-11,3.004394e-12,
150300,3.222300e-11,2.912432e-11,3.098684e-12,
155310,3.342216e-11,3.022981e-11,3.192353e-12,
160320,3.458109e-11,3.129540e-11,3.285690e-12,
165330,3.574228e-11,3.236358e-11,3.378698e-12,
170340,3.687629e-11,3.340527e-11,3.471021e-12,
175350,3.800569e-11,3.444226e-11,3.563434e-12,
180360,3.906101e-11,3.540759e-11,3.653413e-12,
185370,4.016104e-11,3.641740e-11,3.743638e-12,
190380,4.126761e-11,3.743289e-11,3.834715e-12,
195390,4.230576e-11,3.838158e-11,3.924172e-12,
200400,4.335619e-11,3.934308e-11,4.013108e-12,
205410,4.436708e-11,4.026563e-11,4.101442e-12,
210420,4.536981e-11,4.118083e-11,4.188977e-12,
215430,4.639235e-11,4.211550e-11,4.276849e-12,
220440,4.736803e-11,4.300480e-11,4.363231e-12,
225450,4.834216e-11,4.389379e-11,4.448378e-12,
230460,4.929080e-11,4.475750e-11,4.533305e-12,
235470,5.022707e-11,4.560931e-11,4.617756e-12,
240480,5.116871e-11,4.646721e-11,4.701493e-12,
245490,5.204530e-11,4.726110e-11,4.784203e-12,
250500,5.294790e-11,4.808103e-11,4.866865e-12,
255510,5.384804e-11,4.889930e-11,4.948742e-12,
260520,5.469705e-11,4.966716e-11,5.029894e-12,
265530,5.555079e-11,5.044077e-11,5.110028e-12,
270540,5.639144e-11,5.120159e-11,5.189852e-12,
275550,5.720297e-11,5.193409e-11,5.268878e-12,
280560,5.803970e-11,5.269244e-11,5.347267e-12,
285570,5.880607e-11,5.338100e-11,5.425076e-12,
290580,5.962310e-11,5.412010e-11,5.503004e-12,
295590,6.024697e-11,5.468326e-11,5.563703e-12,
300600,6.024697e-11,5.468326e-11,5.563703e-12,
305610,6.024697e-11,5.468326e-11,5.563703e-12,
310620,6.024697e-11,5.468326e-11,5.563703e-12,
315630,6.024697e-11,5.468326e-11,5.563703e-12,
320640,6.024697e-11,5.468326e-11,5.563703e-12,
325650,6.024697e-11,5.468326e-11,5.563703e-12,
330660,6.024697e-11,5.468326e-11,5.563703e-12,
335670,6.024697e-11,5.468326e-11,5.563703e-12,
340680,6.024697e-11,5.468326e-11,5.563703e-12,
345690,6.024697e-11,5.468326e-11,5.563703e-12,
350700,6.024697e-11,5.468326e-11,5.563703e-12,
355710,6.024697e-11,5.468326e-11,5.563703e-12,
360720,6.024697e-11,5.468326e-11,5.563703e-12,
365730,6.024697e-11,5.468326e-11,5.563703e-12,
370740,6.024697e-11,5.468326e-11,5.563703e-12,
375750,6.024697e-11,5.468326e-11,5.563703e-12,
380760,6.024697e-11,5.468326e-11,5.563703e-12,
385770,6.024697e-11,5.468326e-11,5.563703e-12,
390780,6.024697e-11,5.468326e-11,5.563703e-12,
395790,6.024697e-11,5.468326e-11,5.563703e-12,
400800,6.024697e-11,5.468326e-11,5.563703e-12,
405810,6.024697e-11,5.468326e-11,5.563703e-12,
410820,6.024697e-11,5.468326e-11,5.563703e-12,
415830,6.024697e-11,5.468326e-11,5.563703e-12,
420840,6.024697e-11,5.468326e-11,5.563703e-12,
425850,6.024697e-11,5.468326e-11,5.563703e-12,
430860,6.024697e-11,5.468326e-11,5.563703e-12,
435870,6.024697e-11,5.468326e-11,5.563703e-12,
440880,6.024697e-11,5.468326e-11,5.563703e-12,
445890,6.024697e-11,5.468326e-11,5.563703e-12,
450900,6.024697e-11,5.468326e-11,5.563703e-12,
455910,6.024697e-11,5.468326e-11,5.563703e-12,
460920,6.024697e-11,5.468326e-11,5.563703e-12,
465930,6.024697e-11,5.468326e-11,5.563703e-12,
470940,6.024697e-11,5.468326e-11,5.563703e-12,
475950,6.024697e-11,5.468326e-11,5.563703e-12,
480960,6.024697e-11,5.468326e-11,5.563703e-12,
485970,6.024697e-11,5.468326e-11,5.563703e-12,
490980,6.024697e-11,5.468326e-11,5.563703e-12,
495990,6.024697e-11,5.468326e-11,5.563703e-12,
501000,6.024697e-11,5.468326e-11,5.563703e-12,
506010,6.024697e-11,5.468326e-11,5.563703e-12,
511020,6.024697e-11,5.468326e-11,5.563703e-12,
516030,6.024697e-11,5.468326e-11,5.563703e-12,
521040,6.024697e-11,5.468326e-11,5.563703e-12,
526050,6.024697e-11,5.468326e-11,5.563703e-12,
531060,6.024697e-11,5.468326e-11,5.563703e-12,
536070,6.024697e-11,5.468326e-11,5.563703e-12,
541080,6.024697e-11,5.468326e-11,5.563703e-12,
546090,6.024697e-11,5.468326e-11,5.563703e-12,
551100,6.024697e-11,5.468326e-11,5.563703e-12,
556110,6.024697e-11,5.468326e-11,5.563703e-12,
561120,6.024697e-11,5.468326e-11,5.563703e-12,
566130,6.024697e-11,5.468326e-11,5.563703e-12,
571140,6.024697e-11,5.468326e-11,5.563703e-12,
576150,6.024697e-11,5.468326e-11,5.563703e-12,
581160,6.024697e-11,5.468326e-11,5.563703e-12,
586170,6.024697e-11,5.468326e-11,5.563703e-12,
591180,6.024697e-11,5.468326e-11,5.563703e-12,
596190,6.024697e-11,5.468326e-11,5.563703e-12,
601200,6.024697e-11,5.468326e-11,5.563703e-12,
606210,6.024697e-11,5.468326e-11,5.563703e-12,
611220,6.024697e-11,5.468326e-11,5.563703e-12,
616230,6.024697e-11,5.468326e-11,5.563703e-12,
621240,6.024697e-11,5.468326e-11,5.563703e-12,
626250,6.024697e-11,5.468326e-11,5.563703e-12,
631260,6.024697e-11,5.468326e-11,5.563703e-12,
636270,6.024697e-11,5.468326e-11,5.563703e-12,
641280,6.024697e-11,5.468326e-11,5.563703e-12,
646290,6.024697e-11,5.468326e-11,5.563703e-12,
651300,6.024697e-11,5.468326e-11,5.563703e-12,
656310,6.024697e-11,5.468326e-11,5.563703e-12,
661320,6.024697e-11,5.468326e-11,5.563703e-12,
666330,6.024697e-11,5.468326e-11,5.563703e-12,
671340,6.024697e-11,5.468326e-11,5.563703e-12,
676350,6.024697e-11,5.468326e-11,5.563703e-12,
681360,6.024697e-11,5.468326e-11,5.563703e-12,
686370,6.024697e-11,5.468326e-11,5.563703e-12,
691380,6.024697e-11,5.468326e-11,5.563703e-12,
696390,6.024697e-11,5.468326e-11,5.563703e-12,
701400,6.024697e-11,5.468326e-11,5.563703e-12,
706410,6.024697e-11,5.468326e-11,5.563703e-12,
711420,6.024697e-11,5.468326e-11,5.563703e-12,
716430,6.024697e-11,5.468326e-11,5.563703e-12,
721440,6.024697e-11,5.468326e-11,5.563703e-12,
726450,6.024697e-11,5.468326e-11,5.563703e-12,
